negative subjunctive past imperfect 1sg	t͡ʃerkei	t͡ʃkaɣei	t͡ʃabrei	t͡ʃxosei	t͡ʃad͡zilvei	t͡ʃpuʒvei	t͡ʃaɣai	t͡ʃgartai	t͡ʃardaheɣei, t͡ʃardaheɣvi	t͡ʃtoɣei, t͡ʃtoɣvi	t͡ʃad͡ʒet͡snei	t͡ʃmodet͡snei	t͡ʃant͡sənei	t͡ʃtart͡snei	t͡ʃusut͡sanei	t͡ʃd͡zanut͡sanei	t͡ʃant͡snei	t͡ʃmernei			t͡ʃamt͡ʃnai	t͡ʃniharnai	t͡ʃertnei, t͡ʃertnvi	t͡ʃzposnei	t͡ʃit͡ʃnai	t͡ʃit͡ʃnei	t͡ʃkdnai	t͡ʃkdnei	t͡ʃdesnai	t͡ʃdesnei	t͡ʃellai	t͡ʃellei	t͡ʃtbt͡ʃei	t͡ʃgarenai	t͡ʃgrnai	t͡ʃerewei	t͡ʃunei	t͡ʃkidei	t͡ʃgai		t͡ʃəllai	t͡ʃkai	t͡ʃlai	t͡ʃdai	t͡ʃardaperei	t͡ʃperei	t͡ʃantratarnai	t͡ʃtarnai	t͡ʃarnei	t͡ʃpanai	t͡ʃtnei	t͡ʃtbei	t͡ʃertai	t͡ʃzarnei	t͡ʃzit͡ʃei	t͡ʃəntunei	t͡ʃənei	t͡ʃəsei	t͡ʃtknei	t͡ʃijnai	t͡ʃxad͡znei	t͡ʃxaɣai	t͡ʃmnai	t͡ʃnsdei	t͡ʃudei	t͡ʃdanei
negative subjunctive past imperfect 2pl	t͡ʃerkeik	t͡ʃkaɣeik	t͡ʃabreik	t͡ʃxoseik	t͡ʃad͡zilveik	t͡ʃpuʒveik	t͡ʃaɣaik	t͡ʃgartaik	t͡ʃardaheɣeik, t͡ʃardaheɣvik	t͡ʃtoɣeik, t͡ʃtoɣvik	t͡ʃad͡ʒet͡sneik	t͡ʃmodet͡sneik	t͡ʃant͡səneik	t͡ʃtart͡sneik	t͡ʃusut͡saneik	t͡ʃd͡zanut͡saneik	t͡ʃant͡sneik	t͡ʃmerneik			t͡ʃamt͡ʃnaik	t͡ʃniharnaik	t͡ʃertneik, t͡ʃertnvik	t͡ʃzposneik	t͡ʃit͡ʃnaik	t͡ʃit͡ʃneik	t͡ʃkdnaik	t͡ʃkdneik	t͡ʃdesnaik	t͡ʃdesneik	t͡ʃellaik	t͡ʃelleik	t͡ʃtbt͡ʃeik	t͡ʃgarenaik	t͡ʃgrnaik	t͡ʃereweik	t͡ʃuneik	t͡ʃkideik	t͡ʃgaik		t͡ʃəllaik	t͡ʃkaik	t͡ʃlaik	t͡ʃdaik	t͡ʃardapereik	t͡ʃpereik	t͡ʃantratarnaik	t͡ʃtarnaik	t͡ʃarneik	t͡ʃpanaik	t͡ʃtneik	t͡ʃtbeik	t͡ʃertaik	t͡ʃzarneik	t͡ʃzit͡ʃeik	t͡ʃəntuneik	t͡ʃəneik	t͡ʃəseik	t͡ʃtkneik	t͡ʃijnaik	t͡ʃxad͡zneik	t͡ʃxaɣaik	t͡ʃmnaik	t͡ʃnsdeik	t͡ʃudeik	t͡ʃdaneik
negative subjunctive past imperfect 2sg	t͡ʃerkeir	t͡ʃkaɣeir	t͡ʃabreir	t͡ʃxoseir	t͡ʃad͡zilveir	t͡ʃpuʒveir	t͡ʃaɣair	t͡ʃgartair	t͡ʃardaheɣeir, t͡ʃardaheɣvir	t͡ʃtoɣeir, t͡ʃtoɣvir	t͡ʃad͡ʒet͡sneir	t͡ʃmodet͡sneir	t͡ʃant͡səneir	t͡ʃtart͡sneir	t͡ʃusut͡saneir	t͡ʃd͡zanut͡saneir	t͡ʃant͡sneir	t͡ʃmerneir			t͡ʃamt͡ʃnair	t͡ʃniharnair	t͡ʃertneir, t͡ʃertnvir	t͡ʃzposneir	t͡ʃit͡ʃnair	t͡ʃit͡ʃneir	t͡ʃkdnair	t͡ʃkdneir	t͡ʃdesnair	t͡ʃdesneir	t͡ʃellair	t͡ʃelleir	t͡ʃtbt͡ʃeir	t͡ʃgarenair	t͡ʃgrnair	t͡ʃereweir	t͡ʃuneir	t͡ʃkideir	t͡ʃgair		t͡ʃəllair	t͡ʃkair	t͡ʃlair	t͡ʃdair	t͡ʃardapereir	t͡ʃpereir	t͡ʃantratarnair	t͡ʃtarnair	t͡ʃarneir	t͡ʃpanair	t͡ʃtneir	t͡ʃtbeir	t͡ʃertair	t͡ʃzarneir	t͡ʃzit͡ʃeir	t͡ʃəntuneir	t͡ʃəneir	t͡ʃəseir	t͡ʃtkneir	t͡ʃijnair	t͡ʃxad͡zneir	t͡ʃxaɣair	t͡ʃmnair	t͡ʃnsdeir	t͡ʃudeir	t͡ʃdaneir
negative subjunctive past imperfect 3pl	t͡ʃerkein	t͡ʃkaɣein	t͡ʃabrein	t͡ʃxosein	t͡ʃad͡zilvein	t͡ʃpuʒvein	t͡ʃaɣain	t͡ʃgartain	t͡ʃardaheɣein, t͡ʃardaheɣvin	t͡ʃtoɣein, t͡ʃtoɣvin	t͡ʃad͡ʒet͡snein	t͡ʃmodet͡snein	t͡ʃant͡sənein	t͡ʃtart͡snein	t͡ʃusut͡sanein	t͡ʃd͡zanut͡sanein	t͡ʃant͡snein	t͡ʃmernein			t͡ʃamt͡ʃnain	t͡ʃniharnain	t͡ʃertnein, t͡ʃertnvin	t͡ʃzposnein	t͡ʃit͡ʃnain	t͡ʃit͡ʃnein	t͡ʃkdnain	t͡ʃkdnein	t͡ʃdesnain	t͡ʃdesnein	t͡ʃellain	t͡ʃellein	t͡ʃtbt͡ʃein	t͡ʃgarenain	t͡ʃgrnain	t͡ʃerewein	t͡ʃunein	t͡ʃkidein	t͡ʃgain		t͡ʃəllain	t͡ʃkain	t͡ʃlain	t͡ʃdain	t͡ʃardaperein	t͡ʃperein	t͡ʃantratarnain	t͡ʃtarnain	t͡ʃarnein	t͡ʃpanain	t͡ʃtnein	t͡ʃtbein	t͡ʃertain	t͡ʃzarnein	t͡ʃzit͡ʃein	t͡ʃəntunein	t͡ʃənein	t͡ʃəsein	t͡ʃtknein	t͡ʃijnain	t͡ʃxad͡znein	t͡ʃxaɣain	t͡ʃmnain	t͡ʃnsdein	t͡ʃudein	t͡ʃdanein
negative subjunctive past imperfect 3sg	t͡ʃerker	t͡ʃkaɣer	t͡ʃabrer	t͡ʃxoser	t͡ʃad͡zilver	t͡ʃpuʒver	t͡ʃaɣar	t͡ʃgartar	t͡ʃardaheɣer, t͡ʃardaheɣur	t͡ʃtoɣer, t͡ʃtoɣur	t͡ʃad͡ʒet͡sner	t͡ʃmodet͡sner	t͡ʃant͡səner	t͡ʃtart͡sner	t͡ʃusut͡saner	t͡ʃd͡zanut͡saner	t͡ʃant͡sner	t͡ʃmerner			t͡ʃamt͡ʃnar	t͡ʃniharnar	t͡ʃertner, t͡ʃertnur	t͡ʃzposner	t͡ʃit͡ʃnar	t͡ʃit͡ʃner	t͡ʃkdnar	t͡ʃkdner	t͡ʃdesnar	t͡ʃdesner	t͡ʃellar	t͡ʃeller	t͡ʃtbt͡ʃer	t͡ʃgarenar	t͡ʃgrnar	t͡ʃerewer	t͡ʃuner	t͡ʃkider	t͡ʃgar		t͡ʃəllar	t͡ʃkar	t͡ʃlar	t͡ʃdar	t͡ʃardaperer	t͡ʃperer	t͡ʃantratarnar	t͡ʃtarnar	t͡ʃarner	t͡ʃpanar	t͡ʃtner	t͡ʃtber	t͡ʃertar	t͡ʃzarner	t͡ʃzit͡ʃer	t͡ʃəntuner	t͡ʃəner	t͡ʃəser	t͡ʃtkner	t͡ʃijnar	t͡ʃxad͡zner	t͡ʃxaɣar	t͡ʃmnar	t͡ʃnsder	t͡ʃuder	t͡ʃdaner
negative subjunctive present 1pl	t͡ʃerkenk	t͡ʃkaɣenk	t͡ʃabrink	t͡ʃxosink	t͡ʃad͡zilvink	t͡ʃpuʒvink	t͡ʃaɣank	t͡ʃgartank	t͡ʃardaheɣenk, t͡ʃardaheɣunk	t͡ʃtoɣenk, t͡ʃtoɣunk	t͡ʃad͡ʒet͡snenk	t͡ʃmodet͡snenk	t͡ʃant͡sənenk	t͡ʃtart͡snenk	t͡ʃusut͡sanenk	t͡ʃd͡zanut͡sanenk	t͡ʃant͡snink	t͡ʃmernink			t͡ʃamt͡ʃnank	t͡ʃniharnank	t͡ʃertnunk	t͡ʃzposnunk	t͡ʃit͡ʃnank	t͡ʃit͡ʃnenk	t͡ʃkdnank	t͡ʃkdnenk	t͡ʃdesnank	t͡ʃdesnenk	t͡ʃellank	t͡ʃellenk	t͡ʃtbt͡ʃink	t͡ʃgarenank	t͡ʃgrnank	t͡ʃerewink	t͡ʃunink	t͡ʃkidenk	t͡ʃgank		t͡ʃəllank	t͡ʃkank	t͡ʃlank	t͡ʃdank	t͡ʃardaperenk	t͡ʃperenk	t͡ʃantratarnank	t͡ʃtarnank	t͡ʃarnenk	t͡ʃpanank	t͡ʃtnenk	t͡ʃtbink	t͡ʃertank	t͡ʃzarnenk	t͡ʃzit͡ʃink	t͡ʃəntunink	t͡ʃənenk	t͡ʃəsenk	t͡ʃtknenk	t͡ʃijnank	t͡ʃxad͡znenk	t͡ʃxaɣank	t͡ʃmnank	t͡ʃnsdink	t͡ʃudenk	t͡ʃdanink
negative subjunctive present 1sg	t͡ʃerkem	t͡ʃkaɣem	t͡ʃabrim	t͡ʃxosim	t͡ʃad͡zilvim	t͡ʃpuʒvim	t͡ʃaɣam	t͡ʃgartam	t͡ʃardaheɣem, t͡ʃardaheɣum	t͡ʃtoɣem, t͡ʃtoɣum	t͡ʃad͡ʒet͡snem	t͡ʃmodet͡snem	t͡ʃant͡sənem	t͡ʃtart͡snem	t͡ʃusut͡sanem	t͡ʃd͡zanut͡sanem	t͡ʃant͡snim	t͡ʃmernim			t͡ʃamt͡ʃnam	t͡ʃniharnam	t͡ʃertnum	t͡ʃzposnum	t͡ʃit͡ʃnam	t͡ʃit͡ʃnem	t͡ʃkdnam	t͡ʃkdnem	t͡ʃdesnam	t͡ʃdesnem	t͡ʃellam	t͡ʃellem	t͡ʃtbt͡ʃim	t͡ʃgarenam	t͡ʃgrnam	t͡ʃerewim	t͡ʃunim	t͡ʃkidem	t͡ʃgam		t͡ʃəllam	t͡ʃkam	t͡ʃlam	t͡ʃdam	t͡ʃardaperem	t͡ʃperem	t͡ʃantratarnam	t͡ʃtarnam	t͡ʃarnem	t͡ʃpanam	t͡ʃtnem	t͡ʃtbim	t͡ʃertam	t͡ʃzarnem	t͡ʃzit͡ʃim	t͡ʃəntunim	t͡ʃənem	t͡ʃəsem	t͡ʃtknem	t͡ʃijnam	t͡ʃxad͡znem	t͡ʃxaɣam	t͡ʃmnam	t͡ʃnsdim	t͡ʃudem	t͡ʃdanim
negative subjunctive present 2pl	t͡ʃerkek	t͡ʃkaɣek	t͡ʃabrik	t͡ʃxosik	t͡ʃad͡zilvik	t͡ʃpuʒvik	t͡ʃaɣak	t͡ʃgartak	t͡ʃardaheɣek, t͡ʃardaheɣuk	t͡ʃtoɣek, t͡ʃtoɣuk	t͡ʃad͡ʒet͡snek	t͡ʃmodet͡snek	t͡ʃant͡sənek	t͡ʃtart͡snek	t͡ʃusut͡sanek	t͡ʃd͡zanut͡sanek	t͡ʃant͡snik	t͡ʃmernik			t͡ʃamt͡ʃnak	t͡ʃniharnak	t͡ʃertnuk	t͡ʃzposnuk	t͡ʃit͡ʃnak	t͡ʃit͡ʃnek	t͡ʃkdnak	t͡ʃkdnek	t͡ʃdesnak	t͡ʃdesnek	t͡ʃellak	t͡ʃellek	t͡ʃtbt͡ʃik	t͡ʃgarenak	t͡ʃgrnak	t͡ʃerewik	t͡ʃunik	t͡ʃkidek	t͡ʃgak		t͡ʃəllak	t͡ʃkak	t͡ʃlak	t͡ʃdak	t͡ʃardaperek	t͡ʃperek	t͡ʃantratarnak	t͡ʃtarnak	t͡ʃarnek	t͡ʃpanak	t͡ʃtnek	t͡ʃtbik	t͡ʃertak	t͡ʃzarnek	t͡ʃzit͡ʃik	t͡ʃəntunik	t͡ʃənek	t͡ʃəsek	t͡ʃtknek	t͡ʃijnak	t͡ʃxad͡znek	t͡ʃxaɣak	t͡ʃmnak	t͡ʃnsdik	t͡ʃudek	t͡ʃdanik
negative subjunctive present 2sg	t͡ʃerkes	t͡ʃkaɣes	t͡ʃabris	t͡ʃxosis	t͡ʃad͡zilvis	t͡ʃpuʒvis	t͡ʃaɣas	t͡ʃgartas	t͡ʃardaheɣes, t͡ʃardaheɣus	t͡ʃtoɣes, t͡ʃtoɣus	t͡ʃad͡ʒet͡snes	t͡ʃmodet͡snes	t͡ʃant͡sənes	t͡ʃtart͡snes	t͡ʃusut͡sanes	t͡ʃd͡zanut͡sanes	t͡ʃant͡snis	t͡ʃmernis			t͡ʃamt͡ʃnas	t͡ʃniharnas	t͡ʃertnus	t͡ʃzposnus	t͡ʃit͡ʃnas	t͡ʃit͡ʃnes	t͡ʃkdnas	t͡ʃkdnes	t͡ʃdesnas	t͡ʃdesnes	t͡ʃellas	t͡ʃelles	t͡ʃtbt͡ʃis	t͡ʃgarenas	t͡ʃgrnas	t͡ʃerewis	t͡ʃunis	t͡ʃkides	t͡ʃgas		t͡ʃəllas	t͡ʃkas	t͡ʃlas	t͡ʃdas	t͡ʃardaperes	t͡ʃperes	t͡ʃantratarnas	t͡ʃtarnas	t͡ʃarnes	t͡ʃpanas	t͡ʃtnes	t͡ʃtbis	t͡ʃertas	t͡ʃzarnes	t͡ʃzit͡ʃis	t͡ʃəntunis	t͡ʃənes	t͡ʃəses	t͡ʃtknes	t͡ʃijnas	t͡ʃxad͡znes	t͡ʃxaɣas	t͡ʃmnas	t͡ʃnsdis	t͡ʃudes	t͡ʃdanis
negative subjunctive present 3pl	t͡ʃerken	t͡ʃkaɣen	t͡ʃabrin	t͡ʃxosin	t͡ʃad͡zilvin	t͡ʃpuʒvin	t͡ʃaɣan	t͡ʃgartan	t͡ʃardaheɣen, t͡ʃardaheɣun	t͡ʃtoɣen, t͡ʃtoɣun	t͡ʃad͡ʒet͡snen	t͡ʃmodet͡snen	t͡ʃant͡sənen	t͡ʃtart͡snen	t͡ʃusut͡sanen	t͡ʃd͡zanut͡sanen	t͡ʃant͡snin	t͡ʃmernin			t͡ʃamt͡ʃnan	t͡ʃniharnan	t͡ʃertnun	t͡ʃzposnun	t͡ʃit͡ʃnan	t͡ʃit͡ʃnen	t͡ʃkdnan	t͡ʃkdnen	t͡ʃdesnan	t͡ʃdesnen	t͡ʃellan	t͡ʃellen	t͡ʃtbt͡ʃin	t͡ʃgarenan	t͡ʃgrnan	t͡ʃerewin	t͡ʃunin	t͡ʃkiden	t͡ʃgan		t͡ʃəllan	t͡ʃkan	t͡ʃlan	t͡ʃdan	t͡ʃardaperen	t͡ʃperen	t͡ʃantratarnan	t͡ʃtarnan	t͡ʃarnen	t͡ʃpanan	t͡ʃtnen	t͡ʃtbin	t͡ʃertan	t͡ʃzarnen	t͡ʃzit͡ʃin	t͡ʃəntunin	t͡ʃənen	t͡ʃəsen	t͡ʃtknen	t͡ʃijnan	t͡ʃxad͡znen	t͡ʃxaɣan	t͡ʃmnan	t͡ʃnsdin	t͡ʃuden	t͡ʃdanin
negative subjunctive present 3sg	t͡ʃerke	t͡ʃkaɣe	t͡ʃabri	t͡ʃxosi	t͡ʃad͡zilvi	t͡ʃpuʒvi	t͡ʃaɣa	t͡ʃgarta	t͡ʃardaheɣe, t͡ʃardaheɣu	t͡ʃtoɣe, t͡ʃtoɣu	t͡ʃad͡ʒet͡sne	t͡ʃmodet͡sne	t͡ʃant͡səne	t͡ʃtart͡sne	t͡ʃusut͡sane	t͡ʃd͡zanut͡sane	t͡ʃant͡sni	t͡ʃmerni			t͡ʃamt͡ʃna	t͡ʃniharna	t͡ʃertnu	t͡ʃzposnu	t͡ʃit͡ʃna	t͡ʃit͡ʃne	t͡ʃkdna	t͡ʃkdne	t͡ʃdesna	t͡ʃdesne	t͡ʃella	t͡ʃelle	t͡ʃtbt͡ʃi	t͡ʃgarena	t͡ʃgrna	t͡ʃerewi	t͡ʃuni	t͡ʃkide	t͡ʃga		t͡ʃəlla	t͡ʃka	t͡ʃla	t͡ʃda	t͡ʃardapere	t͡ʃpere	t͡ʃantratarna	t͡ʃtarna	t͡ʃarne	t͡ʃpana	t͡ʃtne	t͡ʃtbi	t͡ʃerta	t͡ʃzarne	t͡ʃzit͡ʃi	t͡ʃəntuni	t͡ʃəne	t͡ʃəse	t͡ʃtkne	t͡ʃijna	t͡ʃxad͡zne	t͡ʃxaɣa	t͡ʃmna	t͡ʃnsdi	t͡ʃude	t͡ʃdani
past imperfect negative participle	erker	kaɣer	abrer	xoser	ad͡zilver	puʒver	aɣar	gartar	ardaheɣer	toɣer, toɣur	ad͡ʒet͡sner	modet͡sner	ant͡sner	tart͡sner	usut͡ser	d͡zanut͡ser	ant͡sner	merner			amt͡ʃnar	niharnar			it͡ʃnar	it͡ʃner	kdnar	kdner	desnar	desner	ellar	eller	tbt͡ʃer	garenar	grnar	erewer		kider			əllar	kar	lar	dar	ardaperer	perer	antratarnar	tarnar	arner	panar	tner	tber	ertar	zarner	zit͡ʃer	əntuner	əner	əser	tker	ijnar	xad͡zner	xaɣar	mnar	nsder	uder	daner
perfect participle	erkad͡z	kaɣad͡z	abrad͡z	xosad͡z	ad͡zilvad͡z	puʒvad͡z	aɣat͡sad͡z	gartat͡sad͡z	ardaheɣad͡z, ardaheɣut͡sad͡z	toɣad͡z, toɣut͡sad͡z	ad͡ʒet͡sut͡sad͡z	modet͡sut͡sad͡z	ant͡sut͡sad͡z	tart͡sut͡sad͡z	usut͡sad͡z	d͡zanut͡sad͡z	ant͡sad͡z	merad͡z	ergnad͡z	gbad͡z	amt͡ʃt͡sad͡z	nihart͡sad͡z	ertvad͡z	zposad͡z	it͡ʃad͡z	it͡ʃad͡z	kdad͡z	kdad͡z	desad͡z	desad͡z	elad͡z	elad͡z	tbad͡z		grt͡sad͡z						eɣad͡z	egad͡z	lat͡sad͡z	dvad͡z	ardaperad͡z	perad͡z	antratart͡sad͡z	tart͡sad͡z	arad͡z	pat͡sad͡z	trad͡z	tbad͡z	kat͡sad͡z	zargad͡z	zit͡ʃad͡z	əntunad͡z	ərad͡z	əsad͡z	tkad͡z	ingad͡z	xad͡zad͡z	xaɣt͡sad͡z	mnat͡sad͡z	nsdad͡z	gerad͡z	darad͡z
present negative participle	erker	kaɣer	abrir	xosir	ad͡zilvir	puʒvir	aɣar	gartar	ardaheɣer	toɣer, toɣur	ad͡ʒet͡sner	modet͡sner	ant͡sner	tart͡sner	usut͡ser	d͡zanut͡ser	ant͡snir	mernir			amt͡ʃnar	niharnar	ertver	zposer	it͡ʃnar	it͡ʃner	kdnar	kdner	desnar	desner	ellar	eller	tbt͡ʃir	garenar	grnar	erewir		kider			əllar	kar	lar	dar	ardaperer	perer	antratarnar	tarnar	arner	panar	tner	tbir	ertar	zarner	zit͡ʃir	əntunir	əner	əser	tker	ijnar	xad͡zner	xaɣar	mnar	nsdir	uder	danir
prohibitive 2pl	erkek	kaɣek	abrik	xosik	ad͡zilvik	puʒvik	aɣak	gartak	ardaheɣuk	toɣuk	ad͡ʒet͡snek	modet͡snek	ant͡snek	tart͡snek			ant͡snik	mernik			amt͡ʃnak	niharnak			it͡ʃnak	it͡ʃnek	kdnak	kdnek	desnak	desnek	ellak	ellek	tbt͡ʃik	garenak							əllak	kak	lak	dak	ardaperek	perek	antratarnek	tarnak	arnek	panak	tnek	tbik	ertak	zarnek	zit͡ʃek	əntunek	ənek	əsek	tknek	ijnak	xad͡znek	xaɣak	mnak	nsdik	udek	danik
prohibitive 2sg	erker	kaɣer	abrir	xosir	ad͡zilvir	puʒvir	aɣar	gartar	ardaheɣur	toɣur	ad͡ʒet͡sner	modet͡sner	ant͡sner	tart͡sner			ant͡snir	mernir			amt͡ʃnar	niharnar			it͡ʃnar	it͡ʃner	kdnar	kdner	desnar	desner	ellar	eller	tbt͡ʃir	garenar							əllar	kar	lar	dar	ardaperer	perer	antratarner	tarnar	arner	panar	tner	tbir	ertar	zarner	zit͡ʃir	əntunir	əner	əser	tkner	ijnar	xad͡zner	xaɣar	mnar	nsdir	uder	danir
prospective participle	erkelik	kaɣelik	abrelik	xoselik	ad͡zilvelik	puʒvelik	aɣalik	gartalik	ardaheɣelik	toɣelik	ad͡ʒet͡snelik	modet͡snelik	ant͡sənelik	tart͡snelik	usut͡sanelik	d͡zanut͡sanelik	ant͡snelik	mernelik	ergnt͡ʃelik	gbt͡ʃelik	amt͡ʃnalik	niharnalik	ertnelik	zposnelik	it͡ʃnalik	it͡ʃnelik	kdnalik	kdnelik	desnalik	desnelik	ellalik	ellelik	tbt͡ʃelik	garenalik		erewelik					əllalik	kalik	lalik	dalik	ardaperelik	perelik	antratarnalik	tarnalik	arnelik	panalik	tnelik	tbelik	ertalik	zarnelik	zit͡ʃelik	əntunelik	ənelik	əselik	tknelik	ijnalik	xad͡znelik	xaɣalik	mnalik	nsdelik	udelik	danelik
subject participle	erkoɣ	kaɣoɣ	abroɣ	xosoɣ	ad͡zilvoɣ	puʒvoɣ	aɣat͡soɣ	gartat͡soɣ	ardaheɣoɣ, ardaheɣut͡soɣ	toɣoɣ, toɣut͡soɣ	ad͡ʒet͡snoɣ	modet͡snoɣ	ant͡snoɣ	tart͡snoɣ	usut͡sanoɣ	d͡zanut͡sanoɣ	ant͡snoɣ	mernoɣ			amt͡ʃt͡soɣ	nihart͡soɣ	ertvoɣ	zposnoɣ, zposoɣ	it͡ʃnoɣ	it͡ʃnoɣ	kdnoɣ	kdnoɣ	desnoɣ	desnoɣ	elloɣ	elloɣ	tbt͡ʃoɣ		grt͡soɣ						eɣoɣ	egoɣ	lat͡soɣ	dvoɣ	ardaperoɣ	peroɣ	antratart͡soɣ	tart͡soɣ	arnoɣ	pat͡soɣ	tnoɣ	tboɣ	kat͡soɣ	zarnoɣ	zit͡ʃoɣ	əntunoɣ	ənoɣ	əsoɣ	tknoɣ	ingoɣ	xad͡znoɣ	xaɣt͡soɣ	mnat͡soɣ	nsdoɣ	udoɣ	danoɣ
subjunctive past imperfect 1pl	erkeink	kaɣeink	abreink	xoseink	ad͡zilveink	puʒveink	aɣaink	gartaink	ardaheɣeink, ardaheɣvink	toɣeink, toɣvink	ad͡ʒet͡sneink	modet͡sneink	ant͡səneink	tart͡sneink	usut͡saneink	d͡zanut͡saneink	ant͡sneink	merneink			amt͡ʃnaink	niharnaink	ertneink, ertnvink	zposneink	it͡ʃnaink	it͡ʃneink	kdnaink	kdneink	desnaink	desneink	ellaink	elleink	tbt͡ʃeink	garenaink	grnaink	ereweink	uneink	kideink	gaink		əllaink	kaink	laink	daink	ardapereink	pereink	antratarnaink	tarnaink	arneink	panaink	tneink	tbeink	ertaink	zarneink	zit͡ʃeink	əntuneink	əneink	əseink	tkneink	ijnaink	xad͡zneink	xaɣaink	mnaink	nsdeink	udeink	daneink
subjunctive past imperfect 1sg	erkei	kaɣei	abrei	xosei	ad͡zilvei	puʒvei	aɣai	gartai	ardaheɣei, ardaheɣvi	toɣei, toɣvi	ad͡ʒet͡snei	modet͡snei	ant͡sənei	tart͡snei	usut͡sanei	d͡zanut͡sanei	ant͡snei	mernei			amt͡ʃnai	niharnai	ertnei, ertnvi	zposnei	it͡ʃnai	it͡ʃnei	kdnai	kdnei	desnai	desnei	ellai	ellei	tbt͡ʃei	garenai	grnai	erewei	unei	kidei	gai		əllai	kai	lai	dai	ardaperei	perei	antratarnai	tarnai	arnei	panai	tnei	tbei	ertai	zarnei	zit͡ʃei	əntunei	ənei	əsei	tknei	ijnai	xad͡znei	xaɣai	mnai	nsdei	udei	danei
subjunctive past imperfect 2pl	erkeik	kaɣeik	abreik	xoseik	ad͡zilveik	puʒveik	aɣaik	gartaik	ardaheɣeik, ardaheɣvik	toɣeik, toɣvik	ad͡ʒet͡sneik	modet͡sneik	ant͡səneik	tart͡sneik	usut͡saneik	d͡zanut͡saneik	ant͡sneik	merneik			amt͡ʃnaik	niharnaik	ertneik, ertnvik	zposneik	it͡ʃnaik	it͡ʃneik	kdnaik	kdneik	desnaik	desneik	ellaik	elleik	tbt͡ʃeik	garenaik	grnaik	ereweik	uneik	kideik	gaik		əllaik	kaik	laik	daik	ardapereik	pereik	antratarnaik	tarnaik	arneik	panaik	tneik	tbeik	ertaik	zarneik	zit͡ʃeik	əntuneik	əneik	əseik	tkneik	ijnaik	xad͡zneik	xaɣaik	mnaik	nsdeik	udeik	daneik
subjunctive past imperfect 3pl	erkein	kaɣein	abrein	xosein	ad͡zilvein	puʒvein	aɣain	gartain	ardaheɣein, ardaheɣvin	toɣein, toɣvin	ad͡ʒet͡snein	modet͡snein	ant͡sənein	tart͡snein	usut͡sanein	d͡zanut͡sanein	ant͡snein	mernein			amt͡ʃnain	niharnain	ertnein, ertnvin	zposnein	it͡ʃnain	it͡ʃnein	kdnain	kdnein	desnain	desnein	ellain	ellein	tbt͡ʃein	garenain	grnain	ereweir	unein	kidein	gain		əllain	kain	lain	dain	ardaperein	perein	antratarnain	tarnain	arnein	panain	tnein	tbein	ertain	zarnein	zit͡ʃein	əntunein	ənein	əsein	tknein	ijnain	xad͡znein	xaɣain	mnain	nsdein	udein	danein
subjunctive past imperfect 3sg	erkeir	kaɣeir	abreir	xoseir	ad͡zilveir	puʒveir	aɣair	gartair	ardaheɣeir, ardaheɣvir	toɣeir, toɣvir	ad͡ʒet͡sneir	modet͡sneir	ant͡səneir	tart͡sneir	usut͡saneir	d͡zanut͡saneir	ant͡sneir	merneir			amt͡ʃnair	niharnair	ertneir, ertnvir	zposneir	it͡ʃnair	it͡ʃneir	kdnair	kdneir	desnair	desneir	ellair	elleir	tbt͡ʃeir	garenair	grnair	erewein	uneir	kideir	gair		əllair	kair	lair	dair	ardapereir	pereir	antratarnair	tarnair	arneir	panair	tneir	tbeir	ertair	zarneir	zit͡ʃeir	əntuneir	əneir	əseir	tkneir	ijnair	xad͡zneir	xaɣair	mnair	nsdeir	udeir	daneir
subjunctive past imperfect 3sg	erker	kaɣer	abrer	xoser	ad͡zilver	puʒver	aɣar	gartar	ardaheɣer, ardaheɣur	toɣer, toɣur	ad͡ʒet͡sner	modet͡sner	ant͡səner	tart͡sner	usut͡saner	d͡zanut͡saner	ant͡sner	merner			amt͡ʃnar	niharnar	ertner, ertnur	zposner	it͡ʃnar	it͡ʃner	kdnar	kdner	desnar	desner	ellar	eller	tbt͡ʃer	garenar	grnar	erewer	uner	kider	gar		əllar	kar	lar	dar	ardaperer	perer	antratarnar	tarnar	arner	panar	tner	tber	ertar	zarner	zit͡ʃer	əntuner	əner	əser	tkner	ijnar	xad͡zner	xaɣar	mnar	nsder	uder	daner
subjunctive present 1pl	erkenk	kaɣenk	abrink	xosink	ad͡zilvink	puʒvink	aɣank	gartank	ardaheɣenk, ardaheɣunk	toɣenk, toɣunk	ad͡ʒet͡snenk	modet͡snenk	ant͡sənenk	tart͡snenk	usut͡sanenk	d͡zanut͡sanenk	ant͡snink	mernink			amt͡ʃnank	niharnank	ertnunk	zposnunk	it͡ʃnank	it͡ʃnenk	kdnank	kdnenk	desnank	desnenk	ellank	ellenk	tbt͡ʃink	garenank	grnank	erewink	unink	kidenk	gank		əllank	kank	lank	dank	ardaperenk	perenk	antratarnank	tarnank	arnenk	panank	tnenk	tbink	ertank	zarnenk	zit͡ʃink	əntunink	ənenk	əsenk	tknenk	ijnank	xad͡znenk	xaɣank	mnank	nsdink	udenk	danink
